state,subregion,month,avg_max_temp,avg_min_temp,avg_dew_temp,wind_speed_(m/s),latitude,longitude,altitude_(m),sunshine,accumulated_liquid_precipitation_(mm),category,stations
SC,none,11,19.59689655,7.679310345,7.987744253,2.806264368,33.9233,80.7001,106.6,6.744827586,49.5,1,10
SC,none,12,12.86032258,1.411612903,0.777083333,3.039623656,33.9233,80.7001,106.6,6.319354839,27.6,1,10
SD,east,1,-3.485714286,-14.01333333,-12.21253968,4.666904762,44.19285714,97.53814286,437.1428571,4.40952381,0.428571429,1,7
SD,east,2,-1.74973545,-12.15978836,-11.64955908,5.184920635,44.19285714,97.53814286,437.1428571,5.989417989,0.571428571,1,7
SD,east,3,4.255238095,-6.220952381,-6.088392857,5.364444444,44.19285714,97.53814286,437.1428571,6.071428571,3.142857143,1,7
SD,east,4,14.72758621,2.104433498,1.373152709,5.590229885,44.19285714,97.53814286,437.1428571,7.630541872,50.85714286,1,7
SD,east,5,20.04571429,8.316190476,7.801666667,4.916825397,44.19285714,97.53814286,437.1428571,8.066666667,36.28571429,1,7
SD,east,6,25.30344828,13.71330049,13.0203202,4.311124795,44.19285714,97.53814286,437.1428571,9.354679803,37.85714286,1,7
SD,east,7,29.26142857,17.18238095,16.43420635,4.278154762,44.19285714,97.53814286,437.1428571,11.00952381,34.42857143,1,7
SD,east,8,26.96190476,14.75,15.15251984,4.119424603,44.19285714,97.53814286,437.1428571,9.9,72.14285714,1,7
SD,east,9,23.81625616,10.29901478,10.12555419,4.305418719,44.19285714,97.53814286,437.1428571,9.448275862,10.14285714,1,7
SD,east,10,13.86428571,2.424761905,2.213690476,4.806607143,44.19285714,97.53814286,437.1428571,6.023809524,44.85714286,1,7
SD,east,11,4.532512315,-5.533497537,-5.051970443,4.888341544,44.19285714,97.53814286,437.1428571,5.330049261,3.857142857,1,7
SD,east,12,-3.176497696,-12.15483871,-11.2265169,4.833506144,44.19285714,97.53814286,437.1428571,4.304147465,0,1,7
SD,west,1,-1.769166667,-13.00416667,-11.86954861,5.023020833,44.529,101.7165,744.75,5.308333333,3.75,1,4
SD,west,2,2.876851852,-8.858333333,-7.970524691,5.17650463,44.529,101.7165,744.75,6.277777778,2.5,1,4
SD,west,3,5.5375,-4.9725,-4.742465278,5.926597222,44.529,101.7165,744.75,6.233333333,132,1,4
SD,west,4,13.66896552,0.576724138,-0.608189655,5.991738506,44.529,101.7165,744.75,7.689655172,25.5,1,4
SD,west,5,19.4125,6.403333333,4.655451389,5.52125,44.529,101.7165,744.75,9.266666667,57.5,1,4
SD,west,6,26.17586207,12.17413793,11.11921695,4.866091954,44.529,101.7165,744.75,10.72413793,34.5,1,4
SD,west,7,30.84833333,16.7475,13.66774306,4.696076389,44.529,101.7165,744.75,11.36666667,35,1,4
SD,west,8,29.6525,15.16,12.48486111,4.548715278,44.529,101.7165,744.75,10.94166667,39.5,1,4
SD,west,9,23.52844828,8.992241379,6.042744253,4.312320402,44.529,101.7165,744.75,7.965517241,15,1,4
SD,west,10,12.72833333,0.615833333,-0.553958333,4.991041667,44.529,101.7165,744.75,6.308333333,19.5,1,4
SD,west,11,5.428448276,-4.656034483,-4.814942529,5.186099138,44.529,101.7165,744.75,4.439655172,9.75,1,4
SD,west,12,0.721774194,-10.90322581,-10.88145161,5.194623656,44.529,101.7165,744.75,5.467741935,3.75,1,4
TN,none,1,7.52375,-1.566666667,-1.685677083,3.788125,35.7585,86.456125,252,4.625,70.125,1,8
TN,none,2,9.842592593,-0.363888889,-1.180420525,3.45007716,35.7585,86.456125,252,4.842592593,45,1,8
TN,none,3,16.47541667,4.391666667,3.148333333,3.672326389,35.7585,86.456125,252,7.033333333,56.875,1,8
TN,none,4,20.83922414,8.715086207,6.939619253,3.346533764,35.7585,86.456125,252,7.797413793,62.5,1,8
TN,none,5,24.92875,13.44083333,12.80305556,2.766631944,35.7585,86.456125,252,8.295833333,50.5,1,8
TN,none,6,29.40689655,18.74698276,18.60382543,2.551885776,35.7585,86.456125,252,9.224137931,72.25,1,8
TN,none,7,31.39833333,20.97916667,19.91203125,2.744236111,35.7585,86.456125,252,9.358333333,53.25,1,8
TN,none,8,29.92166667,19.34458333,18.87197917,2.11265625,35.7585,86.456125,252,9.279166667,30.125,1,8
TN,none,9,27.86637931,16.76594828,16.65508261,2.265750718,35.7585,86.456125,252,8.064655172,52.25,1,8
TN,none,10,21.07958333,8.728333333,9.231111111,2.3378125,35.7585,86.456125,252,7.6375,52.875,1,8
TN,none,11,16.91163793,5.706465517,4.864798851,2.990247845,35.7585,86.456125,252,5.706896552,50,1,8
TN,none,12,9.554032258,-0.418145161,-1.128326613,3.264902554,35.7585,86.456125,252,4.790322581,61.875,1,8
TX,east,1,15.83,5.128288288,4.624876126,4.420762012,30.6197027,96.59345946,121.9459459,5.377477477,22.67567568,1,37
TX,east,2,18.1996997,7.003903904,5.596584084,4.359405239,30.6197027,96.59345946,121.9459459,6.021021021,20.40540541,1,37
TX,east,3,20.32351351,9.290900901,7.899181682,4.788160661,30.6197027,96.59345946,121.9459459,6.257657658,70.48648649,1,37
TX,east,4,25.09133271,13.9332712,12.53689034,4.84832246,30.6197027,96.59345946,121.9459459,7.483690587,36.59459459,1,37
TX,east,5,28.89855856,18.96531532,18.2065503,4.16375,30.6197027,96.59345946,121.9459459,8.706306306,58.89189189,1,37
TX,east,6,32.08126747,22.19459459,21.28746117,3.72018484,30.6197027,96.59345946,121.9459459,9.928238583,63.24324324,1,37
TX,east,7,34.24864865,23.79846847,21.66528529,3.560679429,30.6197027,96.59345946,121.9459459,10.93153153,27.54054054,1,37
TX,east,8,33.98189189,23.35747748,21.2027515,3.41292042,30.6197027,96.59345946,121.9459459,10.21351351,52.7027027,1,37
TX,east,9,31.87856477,20.54967381,18.34603526,3.561797142,30.6197027,96.59345946,121.9459459,9.034482759,59.43243243,1,37
TX,east,10,26.69666667,15.33576577,14.11429054,3.639936186,30.6197027,96.59345946,121.9459459,7.71981982,64.40540541,1,37
TX,east,11,21.55880708,10.34035415,9.293464585,3.926731904,30.6197027,96.59345946,121.9459459,6.409133271,58.7027027,1,37
TX,east,12,16.39171752,5.292414996,4.585963383,4.039875763,30.6197027,96.59345946,121.9459459,5.83435048,28.91891892,1,37
TX,west,1,15.71416667,3.280333333,2.030826389,4.177465278,30.54055,99.684,385.8,6.056666667,12.75,1,20
TX,west,2,19.08981481,5.49537037,2.854135802,4.284189815,30.54055,99.684,385.8,6.711111111,10.4,1,20
TX,west,3,21.82466667,8.2255,4.990895833,5.089736111,30.54055,99.684,385.8,7.783333333,35.2,1,20
TX,west,4,26.86,13.08103448,9.678498563,5.275208333,30.54055,99.684,385.8,8.513793103,52.65,1,20
TX,west,5,30.86533333,18.53483333,15.76135417,4.855020833,30.54055,99.684,385.8,8.693333333,29.25,1,20
TX,west,6,34.11948276,21.77293103,18.52658046,4.305991379,30.54055,99.684,385.8,10.36034483,45.2,1,20
TX,west,7,35.14066667,23.06933333,19.19264583,4.113298611,30.54055,99.684,385.8,10.96833333,46.85,1,20
TX,west,8,34.75133333,22.61533333,19.16952778,3.906361111,30.54055,99.684,385.8,10.35,24.15,1,20
TX,west,9,31.8587931,19.65793103,16.76166667,3.835804598,30.54055,99.684,385.8,9.201724138,30.1,1,20
TX,west,10,26.738,14.2055,11.92794444,4.209541667,30.54055,99.684,385.8,8.058333333,45.85,1,20
TX,west,11,21.15689655,8.817068966,7.368979885,3.889375,30.54055,99.684,385.8,6.594827586,37,1,20
TX,west,12,17.07919355,3.435322581,1.648407258,4.089657258,30.54055,99.684,385.8,6.835483871,6.25,1,20
TX,west,1,12.87916667,-1.481666667,-4.214652778,4.097604167,33.286,103.74175,1235.75,7.658333333,148,2,4
TX,west,2,14.17685185,-1.253703704,-4.294328704,4.779205247,33.286,103.74175,1235.75,7.472222222,193.5,2,4
TX,west,3,17.32166667,0.65,-4.299965278,5.258368056,33.286,103.74175,1235.75,9.208333333,1,2,4
TX,west,4,22.23103448,6.361206897,-0.238002874,5.730926724,33.286,103.74175,1235.75,9.163793103,35,2,4
TX,west,5,27.46916667,11.37416667,3.547048611,6.134027778,33.286,103.74175,1235.75,11.18333333,3.25,2,4
TX,west,6,30.4887931,16.28965517,10.0003592,4.93049569,33.286,103.74175,1235.75,11.5862069,45.75,2,4
TX,west,7,31.995,18.22416667,13.02166667,4.403506944,33.286,103.74175,1235.75,11.65,100.25,2,4
TX,west,8,31.805,17.81916667,12.68791667,4.133819444,33.286,103.74175,1235.75,10.81666667,14,2,4
TX,west,9,29.0137931,14.11724138,9.445150862,4.189295977,33.286,103.74175,1235.75,10.02586207,22,2,4
TX,west,10,22.12583333,7.445833333,4.826076389,4.434027778,33.286,103.74175,1235.75,8.925,29.5,2,4
TX,west,11,16.95775862,1.345689655,-2.09691092,4.554633621,33.286,103.74175,1235.75,8.155172414,0,2,4
TX,west,12,11.30725806,-2.842741935,-5.759677419,4.413004032,33.286,103.74175,1235.75,7.516129032,18.5,2,4
UT,none,1,13.19,2.003333333,-3.047222222,1.676944444,37.083,113.6,896,8.066666667,0,1,1
UT,none,2,13.40740741,4.518518519,1.749845679,1.491975309,37.083,113.6,896,6.555555556,57,1,1
UT,none,3,20.91333333,6.936666667,-4.708333333,3.07625,37.083,113.6,896,10.76666667,0,1,1
UT,none,4,27.14827586,12.15172414,-3.378017241,3.62183908,37.083,113.6,896,11.20689655,1,1,1
UT,none,5,29.86666667,15.06666667,-5.859722222,3.93,37.083,113.6,896,13.06666667,20,1,1
UT,none,6,36.13793103,21.70344828,-1.142672414,3.750287356,37.083,113.6,896,14.68965517,0,1,1
UT,none,7,40.1,26.17,5.706111111,3.935,37.083,113.6,896,12.13333333,87,1,1
UT,none,8,37.94,24.18,8.237777778,3.548888889,37.083,113.6,896,11.56666667,1,1,1
UT,none,9,31.22413793,17.81034483,3.263218391,3.129310345,37.083,113.6,896,12.55172414,1,1,1
UT,none,10,23.76333333,12.15,1.634861111,2.142916667,37.083,113.6,896,7.833333333,18,1,1
UT,none,11,14.55172414,4.896551724,0.752298851,1.729885057,37.083,113.6,896,8.379310345,48,1,1
UT,none,12,10.8,0.767741935,-4.913172043,1.665188172,37.083,113.6,896,6.774193548,17,1,1
UT,none,1,4.818888889,-6.280833333,-6.186168981,2.901712963,39.47925,111.5661667,1496.666667,6.191666667,20.16666667,2,12
UT,none,2,5.116666667,-5.224382716,-5.817283951,2.874408436,39.47925,111.5661667,1496.666667,7.185185185,68.66666667,2,12
UT,none,3,11.09305556,-0.6075,-3.081030093,3.513287037,39.47925,111.5661667,1496.666667,8.394444444,19.66666667,2,12
UT,none,4,15.79022989,2.212643678,-2.990146073,3.983860153,39.47925,111.5661667,1496.666667,9.129310345,27.91666667,2,12
UT,none,5,22.36055556,7.601111111,0.075439815,3.84556713,39.47925,111.5661667,1496.666667,10.93611111,10.08333333,2,12
UT,none,6,28.60287356,12.02902299,1.024988027,3.887703544,39.47925,111.5661667,1496.666667,12.84482759,8.083333333,2,12
UT,none,7,33.15944444,16.3225,3.900532407,3.587881944,39.47925,111.5661667,1496.666667,12.46111111,81.83333333,2,12
UT,none,8,31.425,15.06972222,4.6628125,3.295694444,39.47925,111.5661667,1496.666667,11.36666667,20.08333333,2,12
UT,none,9,25.34913793,9.927586207,2.609327107,2.956884579,39.47925,111.5661667,1496.666667,10.00862069,61.5,2,12
UT,none,10,16.755,3.181388889,-0.70712963,2.850798611,39.47925,111.5661667,1496.666667,8.305555556,23.5,2,12
UT,none,11,8.665229885,-2.793390805,-3.860069444,2.645749521,39.47925,111.5661667,1496.666667,6.82183908,128.5,2,12
UT,none,12,4.054032258,-6.167473118,-6.500560036,2.982358871,39.47925,111.5661667,1496.666667,5.521505376,17.83333333,2,12
VA,none,1,7.403777778,-2.100777778,-3.374907407,3.377310185,37.58323333,78.35566667,228.4666667,5.78,26.06666667,1,30
VA,none,2,8.426790123,-1.464567901,-2.941378601,3.474933128,37.58323333,78.35566667,228.4666667,5.44691358,16.96666667,1,30
VA,none,3,12.64755556,1.101888889,-0.697990741,3.711319444,37.58323333,78.35566667,228.4666667,6.428888889,27.93333333,1,30
VA,none,4,18.6991954,6.588850575,4.399741379,3.555828544,37.58323333,78.35566667,228.4666667,8.218390805,24.4,1,30
VA,none,5,23.39733333,11.37433333,10.38486111,3.16637963,37.58323333,78.35566667,228.4666667,8.417777778,32.66666667,1,30
VA,none,6,28.24241379,17.16954023,16.55756226,2.574324713,37.58323333,78.35566667,228.4666667,8.864367816,25.6,1,30
VA,none,7,30.21988889,19.58544444,18.88546759,2.304157407,37.58323333,78.35566667,228.4666667,8.857777778,56,1,30
VA,none,8,29.73844444,18.92077778,18.53628704,2.350601852,37.58323333,78.35566667,228.4666667,8.803333333,28.93333333,1,30
VA,none,9,25.87149425,14.89091954,15.00962644,2.454286398,37.58323333,78.35566667,228.4666667,7.508045977,35.26666667,1,30
VA,none,10,20.77388889,8.271444444,8.395018519,2.635967593,37.58323333,78.35566667,228.4666667,7.496666667,29.03333333,1,30
VA,none,11,13.85551724,2.736666667,2.183735632,3.051178161,37.58323333,78.35566667,228.4666667,6.216091954,24.66666667,1,30
VA,none,12,9.639569892,-0.589462366,-1.061505376,3.187522401,37.58323333,78.35566667,228.4666667,5.464516129,29.63333333,1,30
VA,none,1,2.733333333,-4.333333333,-4.102638889,5.446527778,37.95,79.833,1156,5.8,0,2,1
VA,none,2,2.348148148,-5.218518519,-6.619753086,6.582716049,37.95,79.833,1156,4.037037037,0,2,1
VA,none,3,6.603333333,-1.76,-2.788611111,5.318611111,37.95,79.833,1156,6.6,0,2,1
VA,none,4,14.15517241,3.489655172,0.254022989,6.178304598,37.95,79.833,1156,6.206896552,0,2,1
VA,none,5,14.84,4.78,2.460833333,6.285138889,37.95,79.833,1156,7.933333333,0,2,1
VA,none,6,20.85517241,12.4862069,10.46465517,4.231034483,37.95,79.833,1156,7.310344828,0,2,1
VA,none,7,22.46666667,15.44333333,14.57,4.248611111,37.95,79.833,1156,8.766666667,0,2,1
VA,none,8,24.09333333,15.83333333,12.96472222,3.779861111,37.95,79.833,1156,8.433333333,0,2,1
VA,none,9,19.54137931,10.55172414,7.6625,4.199568966,37.95,79.833,1156,7.689655172,0,2,1
VA,none,10,16.09666667,7.176666667,3.589166667,4.375972222,37.95,79.833,1156,8.133333333,0,2,1
VA,none,11,6.551724138,-0.586206897,-0.756034483,6.261350575,37.95,79.833,1156,4.310344828,0,2,1
VA,none,12,3.022580645,-4.94516129,-3.504032258,6.497849462,37.95,79.833,1156,5.064516129,0,2,1
VI,none,1,28.09666667,22.92666667,19.46569444,3.926666667,18.35,64.967,6,8.066666667,35,1,1
VI,none,2,29.89259259,22.72962963,20.84228395,4.880555556,18.35,64.967,6,9.518518519,37,1,1
VI,none,3,30.23333333,23.01333333,20.19527778,5.611527778,18.35,64.967,6,9.733333333,12,1,1
VI,none,4,30.54482759,23.11724138,20.23678161,6.185775862,18.35,64.967,6,11.06896552,17,1,1
VI,none,5,29.22,22.70666667,21.46819444,4.699583333,18.35,64.967,6,8.933333333,114,1,1
VI,none,6,31.82413793,25.69655172,22.6908046,5.828735632,18.35,64.967,6,10.37931034,13,1,1
VI,none,7,30.74,25.12333333,21.69791667,4.670277778,18.35,64.967,6,9.566666667,51,1,1
VI,none,8,34.63333333,26.28666667,22.90666667,4.94625,18.35,64.967,6,10.8,263,1,1
VI,none,9,33.5,26,22.99640805,4.90862069,18.35,64.967,6,9.862068966,207,1,1
VI,none,10,33.33666667,25.50333333,22.78819444,4.072222222,18.35,64.967,6,9.3,171,1,1
VI,none,11,29.30344828,24.03103448,24.07514368,4.214511494,18.35,64.967,6,7.862068966,175,1,1
VI,none,12,27.59354839,23.33225806,19.68521505,5.422043011,18.35,64.967,6,6.741935484,121,1,1
VT,none,1,-1.94,-11.19916667,-10.37524306,2.869131944,43.8835,72.796,216.5,4.666666667,47.5,1,4
VT,none,2,-1.605555556,-11.52314815,-12.10065586,3.775617284,43.8835,72.796,216.5,4.87962963,4.25,1,4
VT,none,3,3.915833333,-5.3575,-5.852361111,3.472569444,43.8835,72.796,216.5,5.875,9.75,1,4
VT,none,4,12.59137931,2.376724138,-0.046623563,3.551293103,43.8835,72.796,216.5,6.724137931,35.75,1,4
VT,none,5,18.53083333,6.984166667,5.757986111,3.2753125,43.8835,72.796,216.5,7.175,102.75,1,4
VT,none,6,23.30517241,12.26810345,12.4316092,2.821264368,43.8835,72.796,216.5,9.560344828,36,1,4
VT,none,7,25.70916667,13.97916667,13.99368056,2.781354167,43.8835,72.796,216.5,8.608333333,71.75,1,4
VT,none,8,25.19583333,13.4925,14.21951389,2.353819444,43.8835,72.796,216.5,8.775,33,1,4
VT,none,9,21.28965517,10.89568966,11.49949713,2.804274425,43.8835,72.796,216.5,6.646551724,109.5,1,4
VT,none,10,13.41333333,5.034166667,5.056076389,2.627048611,43.8835,72.796,216.5,4.375,136.5,1,4
VT,none,11,6.867241379,-0.950862069,-2.116630747,3.413038793,43.8835,72.796,216.5,3.629310345,17,1,4
VT,none,12,0.329032258,-6.635483871,-7.299798387,2.86468414,43.8835,72.796,216.5,3.008064516,33.75,1,4
WA,east,1,2.109259259,-3.532592593,-2.806929012,3.210185185,46.99888889,118.3896667,485.5555556,3.151851852,14.66666667,1,9
WA,east,2,6.283127572,-2.12962963,-2.286848422,3.569530178,46.99888889,118.3896667,485.5555556,5.481481481,28.11111111,1,9
WA,east,3,11.0762963,0.382592593,-0.814320988,3.601990741,46.99888889,118.3896667,485.5555556,7.040740741,27.33333333,1,9
WA,east,4,16.21800766,3.549425287,1.505683269,3.634626437,46.99888889,118.3896667,485.5555556,8.597701149,11.88888889,1,9
WA,east,5,19.66222222,6.861851852,3.554691358,4.00132716,46.99888889,118.3896667,485.5555556,9.666666667,22.11111111,1,9
WA,east,6,24.86819923,10.64559387,7.104246488,3.87804917,46.99888889,118.3896667,485.5555556,11.33716475,21.22222222,1,9
WA,east,7,30.95777778,14.51259259,7.249938272,3.56912037,46.99888889,118.3896667,485.5555556,13.14814815,6.333333333,1,9
WA,east,8,29.91222222,13.67851852,7.362700617,3.400401235,46.99888889,118.3896667,485.5555556,12.07407407,1.666666667,1,9
WA,east,9,24.68965517,9.350574713,5.700718391,3.240213921,46.99888889,118.3896667,485.5555556,9.291187739,1.444444444,1,9
WA,east,10,15.72888889,3.466666667,1.954521605,3.271049383,46.99888889,118.3896667,485.5555556,7.125925926,15,1,9
WA,east,11,7.357471264,-0.357088123,0.161414432,3.237691571,46.99888889,118.3896667,485.5555556,3.835249042,36.22222222,1,9
WA,east,12,2.835483871,-2.927598566,-2.400701912,3.06974313,46.99888889,118.3896667,485.5555556,3.025089606,26.77777778,1,9
WA,west,1,7.004035088,1.187719298,1.68997076,2.548947368,47.30857895,122.4824211,100.4736842,3.073684211,45.52631579,1,19
WA,west,2,8.822417154,1.034697856,1.464441196,2.839806693,47.30857895,122.4824211,100.4736842,4.941520468,100.4736842,1,19
WA,west,3,11.11105263,2.620526316,2.512960526,3.186505848,47.30857895,122.4824211,100.4736842,5.094736842,95.10526316,1,19
WA,west,4,15.19274047,4.719419238,4.201073805,3.299553842,47.30857895,122.4824211,100.4736842,7.905626134,17.42105263,1,19
WA,west,5,16.87754386,7.185964912,6.534649123,3.275182749,47.30857895,122.4824211,100.4736842,7.622807018,29.10526316,1,19
WA,west,6,20.67422868,10.4522686,9.096922263,3.269872958,47.30857895,122.4824211,100.4736842,8.421052632,34.68421053,1,19
WA,west,7,23.82666667,12.62947368,11.13135234,2.917434211,47.30857895,122.4824211,100.4736842,9.898245614,14,1,19
WA,west,8,24.26789474,12.47315789,11.33430556,2.875884503,47.30857895,122.4824211,100.4736842,8.877192982,20.15789474,1,19
WA,west,9,20.83829401,9.866061706,9.617740472,2.655202662,47.30857895,122.4824211,100.4736842,7.399274047,17.15789474,1,19
WA,west,10,15.2154386,5.986666667,6.408830409,2.750577485,47.30857895,122.4824211,100.4736842,4.822807018,36.78947368,1,19
WA,west,11,9.686569873,2.920871143,3.725514217,2.856261343,47.30857895,122.4824211,100.4736842,2.852994555,57.57894737,1,19
WA,west,12,6.980305603,1.405263158,2.032003396,2.847934352,47.30857895,122.4824211,100.4736842,2.421052632,140.9473684,1,19
WA,west,1,0.386666667,-2.813333333,-2.171666667,3.366666667,47.283,121.333,1206,4.4,288,2,1
WA,west,2,-0.822222222,-5.240740741,-4.995524691,3.191049383,47.283,121.333,1206,5.888888889,154,2,1
WA,west,3,1.37,-3.236666667,-3.174027778,3.31,47.283,121.333,1206,6.133333333,52,2,1
WA,west,4,4.824137931,-0.593103448,-1.320977011,3.275,47.283,121.333,1206,8.448275862,88,2,1
WA,west,5,11.36666667,2.233333333,1.822083333,3.352083333,47.283,121.333,1206,9.266666667,69,2,1
WA,west,6,16.02758621,6.820689655,5.27816092,3.394396552,47.283,121.333,1206,9.172413793,14,2,1
WA,west,7,20.24333333,9.703333333,7.53875,3.499305556,47.283,121.333,1206,11.76666667,2,2,1
WA,west,8,21.73666667,11.57,8.286388889,3.1775,47.283,121.333,1206,10.36666667,19,2,1
WA,west,9,11.97241379,5.427586207,5.238218391,3.341666667,47.283,121.333,1206,5.793103448,55,2,1
WA,west,10,8.933333333,2.073333333,0.021527778,3.195416667,47.283,121.333,1206,5.9,4,2,1
WA,west,11,1.703448276,-1.731034483,-2.565373563,2.847270115,47.283,121.333,1206,3.827586207,179,2,1
WA,west,12,-1.493548387,-4.380645161,-4.086290323,0.629569892,47.283,121.333,1206,3.451612903,120,2,1
WI,none,1,-4.398,-13.3085,-11.670625,3.925520833,44.38645,89.3073,311.15,4.125,2.9,1,20
WI,none,2,-2.053148148,-11.46722222,-10.33559414,3.936820988,44.38645,89.3073,311.15,5.737037037,2.15,1,20
WI,none,3,4.780333333,-5.129666667,-5.194284722,4.026388889,44.38645,89.3073,311.15,6.143333333,20.5,1,20
WI,none,4,13.39,1.886206897,1.113778736,4.308354885,44.38645,89.3073,311.15,7.106896552,32.45,1,20
WI,none,5,18.47466667,6.909666667,5.589972222,4.056236111,44.38645,89.3073,311.15,8.54,31.35,1,20
WI,none,6,24.60258621,13.53327586,13.18721264,3.40829023,44.38645,89.3073,311.15,8.912068966,38.8,1,20
WI,none,7,26.3555,15.43783333,15.68920833,3.257791667,44.38645,89.3073,311.15,9.786666667,26.85,1,20
WI,none,8,25.34766667,14.50583333,15.54958333,2.991930556,44.38645,89.3073,311.15,8.871666667,35.9,1,20
WI,none,9,21.76827586,10.67982759,11.42609914,3.319554598,44.38645,89.3073,311.15,7.575862069,36.3,1,20
WI,none,10,13.37516667,3.591833333,3.356944444,3.790659722,44.38645,89.3073,311.15,4.9,20.95,1,20
WI,none,11,6.174827586,-1.707758621,-2.022672414,3.843218391,44.38645,89.3073,311.15,3.894827586,14.2,1,20
WI,none,12,-2.333870968,-10.69096774,-9.848245968,3.917358871,44.38645,89.3073,311.15,4.19516129,0.6,1,20
WV,none,1,3.431212121,-5.034545455,-5.229987374,3.416439394,38.76836364,80.63236364,450.6363636,3.593939394,30.81818182,1,11
WV,none,2,6.59023569,-2.859259259,-3.849368687,3.336854658,38.76836364,80.63236364,450.6363636,4.414141414,45.90909091,1,11
WV,none,3,12.5730303,0.841818182,-0.36520202,3.270757576,38.76836364,80.63236364,450.6363636,6.057575758,55.09090909,1,11
WV,none,4,17.96394984,5.750470219,4.259064786,3.28995559,38.76836364,80.63236364,450.6363636,6.282131661,43.63636364,1,11
WV,none,5,21.28484848,9.442121212,9.44625,2.771931818,38.76836364,80.63236364,450.6363636,7.124242424,56.09090909,1,11
WV,none,6,26.0862069,14.92476489,15.47099007,2.30237722,38.76836364,80.63236364,450.6363636,7.805642633,47.27272727,1,11
WV,none,7,27.74787879,17.68878788,18.09443182,2.148308081,38.76836364,80.63236364,450.6363636,7.742424242,86.36363636,1,11
WV,none,8,26.88454545,16.79909091,17.31275253,1.963535354,38.76836364,80.63236364,450.6363636,7.6,88.63636364,1,11
WV,none,9,23.82633229,12.61034483,13.40262539,2.250862069,38.76836364,80.63236364,450.6363636,6.476489028,88.63636364,1,11
WV,none,10,17.94242424,6.305454545,6.631439394,2.368042929,38.76836364,80.63236364,450.6363636,6.348484848,50.81818182,1,11
WV,none,11,11.91097179,1.501880878,0.517829154,3.15245559,38.76836364,80.63236364,450.6363636,4.423197492,31.90909091,1,11
WV,none,12,5.912903226,-3.218768328,-3.740285924,3.006243891,38.76836364,80.63236364,450.6363636,3.879765396,24.18181818,1,11
WY,none,1,0.288974359,-10.05384615,-10.30231838,4.514209402,42.84446154,107.8466154,1661.769231,6.117948718,867.6153846,2,13
WY,none,2,1.846723647,-9.34017094,-9.764268756,4.359698481,42.84446154,107.8466154,1661.769231,6.991452991,204.3846154,2,13
WY,none,3,7.668717949,-4.758717949,-6.970032051,4.487959402,42.84446154,107.8466154,1661.769231,8.223076923,822.8461538,2,13
WY,none,4,13.33076923,-0.064986737,-3.687068966,4.838472591,42.84446154,107.8466154,1661.769231,8.824933687,73.76923077,2,13
WY,none,5,17.34025641,3.788461538,0.326538462,4.461581197,42.84446154,107.8466154,1661.769231,10.07179487,19.07692308,2,13
WY,none,6,23.8535809,8.567108753,3.428238285,4.198938992,42.84446154,107.8466154,1661.769231,11.71618037,1004.153846,2,13
WY,none,7,29.24948718,12.56564103,5.809978632,3.797019231,42.84446154,107.8466154,1661.769231,12.06410256,14.69230769,2,13
WY,none,8,28.44820513,11.61974359,5.379188034,3.806559829,42.84446154,107.8466154,1661.769231,11.11025641,3.538461538,2,13
WY,none,9,22.55251989,7.435278515,2.785676393,3.728934571,42.84446154,107.8466154,1661.769231,9.220159151,17.15384615,2,13
WY,none,10,13.78666667,0.376923077,-2.912681624,4.253888889,42.84446154,107.8466154,1661.769231,7.787179487,6.538461538,2,13
WY,none,11,6.765782493,-4.960477454,-6.613174182,4.133189655,42.84446154,107.8466154,1661.769231,6.864721485,1724.769231,2,13
WY,none,12,1.313151365,-9.065756824,-9.753649711,4.483664185,42.84446154,107.8466154,1661.769231,6.141439206,536.0769231,2,13
